group,number_in_group,home_planet,cryo_sleep,deck,num_in_cabin,side,destination,age,vip,room_service,food_court,shopping_mall,spa,vr_deck,total_spending,transported
1093,1,Mars,False,D,42,P,TRAPPIST-1e,23.0,False,1862.0,59.0,18.0,192.0,0.0,2131.0,1
1097,1,Mars,True,E,76,S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1099,1,Earth,False,F,225,P,PSO J318.5-22,22.0,False,0.0,78.0,642.0,0.0,0.0,720.0,0
1100,1,Mars,False,F,226,P,TRAPPIST-1e,18.0,False,490.0,355.0,298.0,245.0,0.0,1388.0,0
1100,3,Mars,False,F,226,P,TRAPPIST-1e,18.0,False,787.0,0.0,106.0,1710.0,0.0,2603.0,0
1100,4,Mars,False,E,62,P,TRAPPIST-1e,29.0,False,528.0,271.0,99.0,0.0,130.0,1028.0,0
1105,1,Earth,False,F,208,S,TRAPPIST-1e,17.0,False,82.0,0.0,263.0,16.0,515.0,876.0,0
1108,1,Mars,False,F,211,S,TRAPPIST-1e,58.0,False,55.0,0.0,756.0,246.0,100.0,1157.0,0
1110,1,Europa,False,C,42,S,TRAPPIST-1e,23.0,False,0.0,24.0,0.0,55.0,7516.0,7595.0,0
1110,2,Europa,False,C,42,S,55 Cancri e,26.0,False,8.0,6138.0,0.0,3.0,754.0,6903.0,1
1112,1,Europa,False,B,39,P,55 Cancri e,40.0,False,0.0,4076.0,6124.0,58.0,100.0,10358.0,1
1113,1,Earth,False,E,78,S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,719.0,719.0,1
1114,1,Mars,False,E,79,S,TRAPPIST-1e,38.0,True,936.0,0.0,363.0,0.0,0.0,1299.0,0
1114,2,Mars,False,E,79,S,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1115,1,Earth,True,G,173,S,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1116,1,Earth,False,G,174,S,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1116,3,Earth,True,G,174,S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1117,1,Earth,False,E,63,P,TRAPPIST-1e,18.0,False,855.0,0.0,51.0,0.0,0.0,906.0,0
1123,1,Europa,False,B,40,P,TRAPPIST-1e,28.0,False,0.0,402.0,0.0,135.0,9010.0,9547.0,0
1127,1,Europa,True,B,43,S,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1129,1,Earth,False,E,80,S,TRAPPIST-1e,28.0,False,2.0,0.0,0.0,787.0,3.0,792.0,0
1133,1,Mars,False,E,64,P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1136,1,Earth,False,G,175,S,TRAPPIST-1e,32.0,False,0.0,1755.0,0.0,0.0,67.0,1822.0,1
1140,1,Europa,False,B,46,S,TRAPPIST-1e,53.0,False,0.0,143.0,1632.0,3.0,756.0,2534.0,1
1140,2,Europa,True,B,46,S,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1140,3,Europa,True,B,46,S,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1141,1,Earth,True,G,176,S,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1142,1,Earth,False,G,173,P,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,908.0,908.0,1
1144,1,Earth,False,G,177,S,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1144,2,Earth,False,F,217,S,TRAPPIST-1e,35.0,False,482.0,0.0,884.0,0.0,30.0,1396.0,0
1147,1,Europa,True,B,42,P,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1148,3,Europa,False,C,42,P,TRAPPIST-1e,30.0,False,0.0,5225.0,0.0,8.0,1933.0,7166.0,0
1148,7,Europa,False,C,42,P,55 Cancri e,34.0,False,2386.0,841.0,76.0,26.0,1693.0,5022.0,0
1149,1,Earth,False,G,178,S,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1149,2,Earth,False,G,178,S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1149,3,Earth,True,G,178,S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1149,4,Earth,False,G,178,S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1149,5,Earth,False,G,178,S,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1152,1,Mars,False,F,218,S,TRAPPIST-1e,41.0,False,29.0,0.0,1095.0,0.0,4.0,1128.0,0
1153,1,Earth,True,G,174,P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1154,2,Europa,True,B,43,P,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1154,3,Europa,True,B,43,P,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1155,2,Earth,True,G,175,P,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1156,1,Europa,False,B,47,S,TRAPPIST-1e,27.0,False,0.0,2987.0,2.0,3072.0,67.0,6128.0,0
1156,2,Europa,True,B,47,S,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1161,1,Europa,False,B,48,S,55 Cancri e,28.0,False,0.0,11330.0,72.0,43.0,461.0,11906.0,1
1161,2,Europa,False,B,48,S,55 Cancri e,19.0,False,0.0,1291.0,0.0,16139.0,687.0,18117.0,0
1162,1,Europa,False,C,45,S,TRAPPIST-1e,31.0,False,0.0,1847.0,0.0,103.0,694.0,2644.0,1
1165,1,Europa,False,B,44,P,55 Cancri e,46.0,False,0.0,7201.0,0.0,32.0,2587.0,9820.0,0
1165,2,Europa,False,B,44,P,TRAPPIST-1e,37.0,False,636.0,333.0,0.0,205.0,67.0,1241.0,0
1165,3,Europa,True,B,44,P,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1165,4,Europa,True,B,44,P,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1166,1,Europa,False,C,43,P,55 Cancri e,30.0,False,0.0,3564.0,926.0,1.0,1920.0,6411.0,0
1168,1,Earth,False,E,69,P,TRAPPIST-1e,16.0,False,0.0,58.0,12.0,68.0,653.0,791.0,0
1170,1,Earth,False,E,83,S,TRAPPIST-1e,23.0,False,0.0,0.0,279.0,0.0,512.0,791.0,0
1175,1,Mars,True,F,223,S,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1177,1,Europa,True,C,44,P,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1178,1,Earth,False,F,224,S,TRAPPIST-1e,20.0,False,0.0,0.0,600.0,0.0,0.0,600.0,0
1179,1,Europa,True,B,49,S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1182,1,Mars,True,F,237,P,55 Cancri e,64.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1182,2,Mars,False,E,70,P,TRAPPIST-1e,24.0,False,2997.0,0.0,3.0,0.0,7.0,3007.0,1
1186,1,Earth,False,G,183,S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1186,3,Earth,True,G,183,S,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1186,4,Earth,False,F,227,S,TRAPPIST-1e,48.0,False,0.0,33.0,654.0,0.0,113.0,800.0,1
1186,5,Earth,False,G,183,S,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1187,1,Earth,False,F,228,S,TRAPPIST-1e,30.0,False,0.0,575.0,180.0,4.0,44.0,803.0,0
1187,2,Earth,False,G,184,S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1187,3,Earth,False,G,184,S,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1188,1,Europa,False,C,46,P,TRAPPIST-1e,58.0,False,204.0,4227.0,0.0,3026.0,61.0,7518.0,0
1190,1,Earth,False,E,72,P,TRAPPIST-1e,52.0,False,0.0,243.0,464.0,71.0,8.0,786.0,1
1191,1,Earth,False,F,229,S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,1583.0,1583.0,0
1192,1,Earth,False,F,238,P,TRAPPIST-1e,32.0,False,600.0,670.0,0.0,187.0,0.0,1457.0,0
1193,1,Europa,True,B,50,S,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1193,2,Europa,True,B,50,S,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1195,1,Earth,False,F,239,P,55 Cancri e,28.0,False,2.0,558.0,0.0,0.0,0.0,560.0,1
1197,1,Europa,False,B,45,P,55 Cancri e,32.0,True,0.0,122.0,3700.0,337.0,1388.0,5547.0,0
1199,1,Earth,False,E,73,P,TRAPPIST-1e,16.0,False,0.0,0.0,752.0,0.0,235.0,987.0,0
1203,1,Europa,False,B,51,S,55 Cancri e,50.0,True,0.0,5473.0,0.0,703.0,6381.0,12557.0,0
1206,1,Earth,False,F,241,P,TRAPPIST-1e,20.0,False,71.0,8.0,513.0,354.0,0.0,946.0,0
1210,2,Earth,False,G,179,P,TRAPPIST-1e,23.0,False,393.0,510.0,0.0,0.0,5.0,908.0,0
1211,1,Earth,True,G,186,S,PSO J318.5-22,53.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1211,2,Earth,True,G,186,S,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1211,3,Earth,True,G,186,S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1211,4,Earth,True,G,186,S,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1211,5,Earth,False,F,232,S,55 Cancri e,13.0,False,1.0,212.0,843.0,78.0,10.0,1144.0,1
1211,6,Earth,True,G,186,S,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1212,1,Earth,False,G,180,P,TRAPPIST-1e,40.0,False,0.0,1.0,195.0,560.0,0.0,756.0,0
1214,1,Earth,True,G,181,P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1215,1,Earth,True,G,187,S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1216,1,Earth,False,G,182,P,TRAPPIST-1e,20.0,False,65.0,905.0,0.0,0.0,0.0,970.0,1
1218,1,Earth,False,F,243,P,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,2143.0,7.0,2150.0,0
1220,1,Europa,False,E,76,P,TRAPPIST-1e,23.0,False,0.0,592.0,0.0,345.0,810.0,1747.0,0
1221,1,Earth,False,G,188,S,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1221,2,Earth,False,E,87,S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,1608.0,1.0,1609.0,0
1222,1,Earth,False,G,183,P,TRAPPIST-1e,75.0,False,0.0,493.0,0.0,131.0,132.0,756.0,0
1223,1,Europa,True,C,48,S,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1225,1,Earth,False,F,244,P,TRAPPIST-1e,18.0,False,2.0,1311.0,60.0,28.0,1.0,1402.0,1
1228,2,Mars,False,E,89,S,TRAPPIST-1e,59.0,False,142.0,0.0,907.0,0.0,0.0,1049.0,1
1229,1,Earth,False,F,245,P,TRAPPIST-1e,27.0,False,0.0,0.0,863.0,33.0,2.0,898.0,1
1230,1,Earth,False,G,189,S,TRAPPIST-1e,38.0,False,354.0,34.0,0.0,291.0,229.0,908.0,0
1231,1,Mars,True,E,77,P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1232,1,Europa,True,C,49,S,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1232,2,Europa,False,C,49,S,55 Cancri e,29.0,False,0.0,42.0,0.0,4651.0,661.0,5354.0,0
1233,1,Earth,True,G,184,P,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1234,1,Earth,False,F,236,S,PSO J318.5-22,23.0,False,0.0,0.0,1250.0,0.0,0.0,1250.0,1
1235,1,Earth,False,F,237,S,TRAPPIST-1e,32.0,False,27.0,393.0,1061.0,27.0,0.0,1508.0,1
1236,1,Earth,False,F,246,P,55 Cancri e,21.0,False,614.0,43.0,0.0,1.0,0.0,658.0,0
1238,1,Europa,False,C,50,S,TRAPPIST-1e,26.0,False,0.0,1026.0,3301.0,831.0,356.0,5514.0,1
1239,1,Earth,False,E,78,P,PSO J318.5-22,30.0,False,585.0,13.0,122.0,40.0,105.0,865.0,1
1240,1,Earth,False,F,238,S,TRAPPIST-1e,40.0,False,889.0,185.0,0.0,0.0,28.0,1102.0,1
1242,1,Europa,False,C,48,P,55 Cancri e,37.0,False,0.0,4677.0,0.0,115.0,223.0,5015.0,1
1243,1,Europa,False,A,9,P,TRAPPIST-1e,41.0,False,0.0,4224.0,0.0,1374.0,1281.0,6879.0,0
1243,2,Europa,False,A,9,P,TRAPPIST-1e,32.0,False,8168.0,69.0,11.0,371.0,0.0,8619.0,0
1246,1,Earth,False,G,185,P,TRAPPIST-1e,30.0,False,0.0,192.0,0.0,565.0,0.0,757.0,0
1250,1,Earth,False,F,240,S,TRAPPIST-1e,22.0,False,0.0,17.0,0.0,61.0,567.0,645.0,0
1254,1,Mars,False,D,44,S,TRAPPIST-1e,54.0,False,704.0,0.0,431.0,0.0,47.0,1182.0,0
1254,2,Mars,False,F,241,S,TRAPPIST-1e,27.0,False,4.0,0.0,896.0,229.0,0.0,1129.0,0
1255,2,Mars,True,F,242,S,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1256,1,Mars,False,E,92,S,TRAPPIST-1e,27.0,False,1277.0,0.0,1.0,10.0,9.0,1297.0,0
1258,1,Europa,False,A,10,P,55 Cancri e,30.0,False,0.0,3628.0,289.0,1737.0,4987.0,10641.0,0
1259,1,Earth,False,F,243,S,TRAPPIST-1e,19.0,False,0.0,0.0,619.0,0.0,142.0,761.0,0
1260,1,Earth,True,G,186,P,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1261,1,Europa,False,C,49,P,55 Cancri e,43.0,False,1365.0,3106.0,0.0,50.0,2313.0,6834.0,0
1263,1,Mars,False,F,244,S,TRAPPIST-1e,25.0,False,1084.0,1.0,66.0,0.0,5.0,1156.0,0
1264,1,Earth,False,E,79,P,TRAPPIST-1e,51.0,False,0.0,1.0,0.0,51.0,945.0,997.0,0
1269,1,Mars,False,E,80,P,TRAPPIST-1e,21.0,False,2066.0,0.0,15.0,0.0,1.0,2082.0,0
1271,1,Earth,True,G,189,P,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1273,1,Earth,False,F,246,S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,759.0,0.0,759.0,0
1274,1,Earth,False,F,254,P,55 Cancri e,38.0,False,0.0,0.0,591.0,40.0,173.0,804.0,0
1278,1,Earth,True,G,190,P,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1279,1,Europa,True,C,50,P,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1280,1,Earth,False,F,257,P,PSO J318.5-22,44.0,False,0.0,178.0,482.0,0.0,0.0,660.0,1
1281,1,Earth,True,G,193,S,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1285,1,Earth,False,F,258,P,55 Cancri e,36.0,False,286.0,415.0,16.0,0.0,0.0,717.0,0
1286,1,Mars,True,F,248,S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1287,1,Mars,True,F,259,P,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1287,3,Mars,False,F,259,P,TRAPPIST-1e,21.0,False,733.0,0.0,1084.0,1.0,43.0,1861.0,0
1288,1,Earth,False,G,192,P,TRAPPIST-1e,24.0,False,621.0,0.0,0.0,0.0,0.0,621.0,0
1289,2,Earth,False,G,195,S,TRAPPIST-1e,18.0,False,789.0,0.0,2.0,0.0,19.0,810.0,0
1291,1,Mars,False,F,260,P,TRAPPIST-1e,33.0,False,1758.0,59.0,4.0,0.0,0.0,1821.0,0
1292,1,Europa,False,B,55,S,55 Cancri e,31.0,True,0.0,27723.0,3.0,202.0,3146.0,31074.0,1
1292,2,Europa,False,B,55,S,TRAPPIST-1e,43.0,False,105.0,368.0,268.0,842.0,13.0,1596.0,1
1294,1,Europa,True,A,14,S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1294,2,Europa,True,A,14,S,PSO J318.5-22,30.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1299,1,Earth,False,F,250,S,TRAPPIST-1e,22.0,False,0.0,0.0,675.0,5.0,0.0,680.0,1
1300,1,Earth,False,F,251,S,55 Cancri e,27.0,False,1.0,299.0,1.0,380.0,13.0,694.0,0
1302,1,Mars,False,D,45,S,55 Cancri e,22.0,False,218.0,50.0,4817.0,146.0,256.0,5487.0,1
1304,1,Earth,True,E,82,P,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1304,2,Earth,False,E,82,P,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1304,4,Earth,False,E,82,P,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1304,5,Earth,True,E,82,P,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1304,6,Earth,False,E,82,P,PSO J318.5-22,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1306,1,Europa,False,B,56,S,TRAPPIST-1e,44.0,False,0.0,3863.0,1.0,1010.0,514.0,5388.0,1
1306,2,Europa,False,B,56,S,55 Cancri e,11.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1307,1,Earth,True,G,193,P,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1308,2,Europa,False,E,94,S,55 Cancri e,30.0,False,278.0,3300.0,0.0,8145.0,2519.0,14242.0,0
1308,3,Europa,False,E,94,S,55 Cancri e,37.0,False,0.0,439.0,0.0,3198.0,6.0,3643.0,0
1308,4,Europa,True,E,94,S,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1309,1,Earth,False,F,264,P,TRAPPIST-1e,19.0,False,0.0,4.0,109.0,0.0,671.0,784.0,1
1310,1,Europa,False,C,52,S,TRAPPIST-1e,57.0,False,0.0,987.0,1.0,4948.0,53.0,5989.0,0
1311,2,Mars,False,F,265,P,TRAPPIST-1e,17.0,False,948.0,47.0,292.0,0.0,0.0,1287.0,0
1311,3,Mars,False,D,43,P,TRAPPIST-1e,26.0,False,1946.0,4.0,4.0,0.0,623.0,2577.0,0
1312,1,Earth,True,G,194,P,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1316,1,Europa,True,E,95,S,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1317,1,Mars,False,F,266,P,TRAPPIST-1e,25.0,False,2508.0,0.0,23.0,0.0,67.0,2598.0,0
1322,1,Earth,True,G,196,P,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1323,1,Earth,True,F,267,P,55 Cancri e,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1324,1,Earth,True,G,199,S,55 Cancri e,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1324,2,Earth,False,G,199,S,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1324,3,Earth,True,G,199,S,TRAPPIST-1e,43.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1325,1,Earth,True,E,97,S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1325,2,Earth,False,E,97,S,TRAPPIST-1e,24.0,False,70.0,160.0,340.0,0.0,336.0,906.0,0
1325,3,Earth,True,E,97,S,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1326,2,Mars,False,F,257,S,TRAPPIST-1e,19.0,False,1507.0,0.0,260.0,0.0,0.0,1767.0,0
1328,1,Earth,True,G,198,P,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1330,1,Mars,False,D,46,S,TRAPPIST-1e,47.0,False,405.0,0.0,193.0,458.0,0.0,1056.0,0
1330,2,Mars,False,D,46,S,TRAPPIST-1e,28.0,False,120.0,8.0,1128.0,1.0,7.0,1264.0,1
1331,1,Earth,True,G,200,S,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1332,1,Earth,False,E,98,S,TRAPPIST-1e,29.0,False,28.0,0.0,561.0,203.0,0.0,792.0,0
1333,1,Earth,False,F,269,P,PSO J318.5-22,32.0,False,0.0,486.0,0.0,229.0,26.0,741.0,0
1335,1,Earth,True,G,199,P,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1340,1,Earth,True,G,203,S,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1342,1,Earth,False,G,200,P,TRAPPIST-1e,34.0,False,0.0,118.0,5.0,0.0,761.0,884.0,0
1345,1,Earth,False,F,260,S,TRAPPIST-1e,25.0,False,1174.0,0.0,18.0,721.0,0.0,1913.0,0
1348,1,Europa,False,B,57,S,TRAPPIST-1e,22.0,False,0.0,1531.0,0.0,369.0,2969.0,4869.0,0
1350,1,Earth,True,G,206,S,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1350,2,Earth,False,F,261,S,TRAPPIST-1e,14.0,False,1489.0,2.0,126.0,460.0,72.0,2149.0,0
1350,3,Earth,False,G,206,S,PSO J318.5-22,42.0,False,491.0,106.0,8.0,202.0,0.0,807.0,0
1350,4,Earth,True,G,206,S,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1352,1,Mars,False,F,272,P,TRAPPIST-1e,31.0,False,43.0,782.0,1.0,660.0,0.0,1486.0,0
1353,1,Mars,False,F,262,S,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1353,2,Mars,False,F,262,S,TRAPPIST-1e,39.0,False,1535.0,0.0,340.0,0.0,723.0,2598.0,0
1353,4,Mars,False,F,262,S,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1355,1,Earth,True,G,203,P,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1356,1,Earth,False,G,207,S,TRAPPIST-1e,21.0,False,0.0,39.0,0.0,310.0,539.0,888.0,0
1357,1,Mars,True,D,48,S,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1360,1,Earth,False,E,100,S,TRAPPIST-1e,25.0,False,0.0,997.0,0.0,0.0,0.0,997.0,1
1365,1,Europa,False,B,58,S,55 Cancri e,33.0,False,77.0,2381.0,0.0,3656.0,150.0,6264.0,0
1365,2,Europa,True,B,58,S,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1368,1,Earth,True,G,208,P,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1370,1,Earth,False,E,102,S,TRAPPIST-1e,21.0,False,965.0,0.0,23.0,3.0,0.0,991.0,0
1375,1,Earth,False,G,208,S,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1375,2,Earth,False,F,267,S,TRAPPIST-1e,19.0,False,0.0,3.0,946.0,0.0,0.0,949.0,0
1376,1,Earth,True,G,211,P,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1377,1,Europa,False,C,52,P,TRAPPIST-1e,43.0,False,0.0,2801.0,537.0,42.0,144.0,3524.0,1
1378,2,Earth,False,F,275,P,TRAPPIST-1e,22.0,False,926.0,0.0,0.0,0.0,78.0,1004.0,1
1379,1,Earth,False,F,268,S,TRAPPIST-1e,16.0,False,0.0,30.0,0.0,769.0,4.0,803.0,0
1380,1,Europa,False,C,53,S,55 Cancri e,42.0,False,0.0,21.0,0.0,2735.0,3604.0,6360.0,0
1381,1,Earth,True,G,209,S,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1383,1,Europa,True,D,49,S,TRAPPIST-1e,53.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1384,1,Earth,False,E,105,S,TRAPPIST-1e,17.0,False,21.0,0.0,690.0,260.0,5.0,976.0,0
1384,2,Earth,True,G,210,S,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0
1384,3,Earth,False,F,269,S,TRAPPIST-1e,22.0,False,0.0,442.0,0.0,0.0,368.0,810.0,1
1384,4,Earth,False,F,269,S,TRAPPIST-1e,41.0,False,338.0,0.0,377.0,2.0,86.0,803.0,1
1386,1,Earth,True,G,214,P,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1387,1,Mars,False,E,85,P,TRAPPIST-1e,31.0,False,1088.0,0.0,280.0,0.0,0.0,1368.0,0
1389,1,Earth,True,G,212,S,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1391,1,Mars,True,F,276,P,TRAPPIST-1e,13.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1391,2,Mars,False,F,276,P,TRAPPIST-1e,21.0,False,1072.0,79.0,46.0,16.0,0.0,1213.0,0
1393,1,Mars,False,F,270,S,TRAPPIST-1e,36.0,False,42.0,0.0,212.0,151.0,1853.0,2258.0,0
1395,1,Earth,False,G,214,S,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1397,1,Earth,False,F,271,S,TRAPPIST-1e,39.0,False,386.0,190.0,0.0,489.0,0.0,1065.0,0
1398,1,Earth,False,G,216,P,TRAPPIST-1e,28.0,False,0.0,508.0,334.0,0.0,46.0,888.0,1
1399,1,Earth,False,F,272,S,TRAPPIST-1e,28.0,False,0.0,0.0,529.0,560.0,60.0,1149.0,0
1400,1,Earth,True,G,217,P,55 Cancri e,14.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1402,1,Earth,True,G,215,S,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,0.0,1
1404,1,Europa,False,B,60,S,TRAPPIST-1e,47.0,False,1.0,734.0,28.0,78.0,3471.0,4312.0,0
1406,1,Mars,False,E,106,S,TRAPPIST-1e,17.0,False,36.0,0.0,1013.0,0.0,0.0,1049.0,0
1407,1,Earth,False,F,278,P,TRAPPIST-1e,21.0,False,737.0,4.0,27.0,8.0,0.0,776.0,0
1407,2,Earth,False,F,278,P,PSO J318.5-22,17.0,False,8.0,222.0,3.0,401.0,0.0,634.0,1
1408,1,Earth,False,G,216,S,PSO J318.5-22,26.0,False,4.0,770.0,0.0,0.0,0.0,774.0,0
